ID,SOW_NAME,SOW__C,DIR_FINAL_DUE_DATE__C,LEGACY_ID__C,OWNERID,DIR_CONTRACT_MANAGER_ASSIGNED__C,DIR_CONTRACT_MANAGER_APPROVER__C,CUSTOMER_CONTACT__C,CUSTOMER_ACCOUNT__C,ON_HOLD_DURATION_DAYS__C,REASON_FOR_WITHDRAWAL__C,DISCUSSION_REQUIRED__C,ZCUSTOMER_ACCOUNT__C,SOW_DRAFT_SCOPE__C,SOW_FINAL_SCOPE__C,SOW_DRAFT_COMMENTS__C,SOW_DRAFT_DIR_COMMENTS__C,SOW_FINAL_DIR_COMMENTS__C,SOW_AGENCY_ACRONYM__C,SOW_ANTICIPATED_BUDGET__C,SOW_FINAL_BUDGET__C,SOW_ANTICIPATED_END_DATE__C,SOW_ANTICIPATED_START_DATE__C,SOW_ANTICIPATED_RELEASE_DATE__C,FINAL_STATUS__C,RECORDTYPEID,FINAL_SIGNED_AND_CLOSED_DATE__C,FINAL_SUBMITTED_DATE__C,FILENAME,TYPE,SOW_FINAL_CONTRACTS,STATUS
a5m8z000000004NAAQ,Project Management Svcs for DIR OCISO,a5p8z00000000NuAAI,1/12/2017,DIR-000102,0058z000000gSSE,00570000003V3TH,00570000003V3TH,0037000000TcsoY,0017000000LoCI9,,,FALSE,DIR,"The services under this statement of work (SOW) would serve as a program management function that includes providing oversight of the OCISO programs, assisting with marketing efforts, facilitating the deployment of these services to DIR customers, working with the vendors to ensure that reports are provided to the OCISO regarding participation, adoption of the OCISO programs and general project status.","The services under this statement of work (SOW) would serve as a program management function that includes providing oversight of the OCISO programs, assisting with marketing efforts, facilitating the deployment of these services to DIR customers, working with the vendors to ensure that reports are provided to the OCISO regarding participation, adoption of the OCISO programs and general project status.",DIR POC for this SOW Claudia Escobar and Suzi Hilliard,"The above referenced draft SOW has been reviewed and is approved.  DIR is providing the following comments regarding the draft SOW document. You may want to correct the issues identified below before issuing the SOW request to vendors.  These comments are being provided as a courtesy that could strengthen your SOW and are items for your consideration.

?	Section 12, Response Submission Requirements and Schedule, 2nd bullet reads: Final SOW Vendor must submit final SOW in electronic format.  Please verify whether ?Final SOW? should be somehow referenced as Vendor Response:  Vendor shall submit a response in electronic format? 
",,DIR,250000,237120,1/12/2018,1/13/2017,,Signed and Closed,0128z0000004Iqe,1/9/2017,1/9/2017,OCISO_Program_Manager_SOW_Vendor_Signed.pdf,pdf,"DIR-SDD-1982 - Loblolly Consulting, LLC",Item Created
a5m8z000000004OAAQ,SOW for MSI Strategic Support,a5p8z00000000NvAAI,11/3/2016,DIR-000103,0058z000000gSSE,00570000003V3TH,00570000003V3TH,0037000001ho7XH,0017000000LoCI9,,,FALSE,DIR,The Texas Department of Information Resources (DIR) seeks a qualified vendor (Vendor) to provide Strategic Support for procurement initiatives planned for the Multi-Sourcing Integrator (MSI) role. This procurement is independent of any and all other procurement related activity(ies). DIR intends to make a single award for this procurement.,The Texas Department of Information Resources (DIR) seeks a qualified vendor (Vendor) to provide Strategic Support for procurement initiatives planned for the Multi-Sourcing Integrator (MSI) role. This procurement is independent of any and all other procurement related activity(ies). DIR intends to make a single award for this procurement.,Expedited review requested per the attached memo.,"The above referenced SOW has been review and is approved.  DIR is providing the following comments regarding the expedited draft SOW document. You may want to correct the item identified below before issuing the SOW request to vendors.  

?	To be consistent with the remainder of the document, recommend renumbering the subsections in Section 14 as 14.1, 14.2 and 14.3.",,DIR,800000,595000,5/31/2017,11/3/2016,,Signed and Closed,0128z0000004Iqe,10/31/2016,10/31/2016,MSI Strategic Support SOW Award-Vendor and DIR Signed.pdf,pdf,"DIR-SDD-1978 - The Greentree Group, Inc.",Item Created
a5m8z000000004PAAQ,DCS Consolidation Report,a5p8z00000000NyAAI,2/8/2017,DIR-000113,0058z000000gSSE,00570000003V3TH,00570000003V3TH,0037000001KMrt6,0017000000LoCI9,,,FALSE,DIR,"Seeking a qualified vendor (?Vendor?) to provide assistance with preparing the legislatively mandated annual Data Center Services (DCS) Consolidation Measurement Report, referred to as Consolidation Report.","Seeking a qualified vendor (?Vendor?) to provide assistance with preparing the legislatively mandated annual Data Center Services (DCS) Consolidation Measurement Report, referred to as Consolidation Report.",,,2/3/17 Final SOW has been reviewed and is approved.  Routing for CPO signature.,DIR,51000,59000,6/30/2017,2/8/2017,,Signed and Closed,0128z0000004Iqe,2/6/2017,2/3/2017,DCS_Consolidation_Report_Assistance_SOW - Executed.pdf,pdf,"DIR-SDD-1978 - The Greentree Group, Inc.",Item Created
a5m8z000000004QAAQ,Revised Draft Amendment 1 Strategic Support SOW DIR-SDD-1982-SOW1-TGOV,a5p8z00000000NzAAI,6/27/2017,DIR-000114,0058z000000gSSE,00570000003flmk,00570000003flmk,00370000013TURF,0017000000LoCI9,,,FALSE,DIR,"Amend the original SOW to include specific timelines for deliverables, to add two names of vendor project team 
members; and, to remove optional Deliverables 4 & 5.  Award is with Loblolly DIR-SDD-1982
Reference: DIR-000061","Amend the original SOW to include specific timelines for deliverables, to add two names of vendor project team 
members; and, to remove optional Deliverables 4 & 5.  Award is with Loblolly DIR-SDD-1982
Reference: DIR-000061",This is a revised submittal (see also DIR-000107).  Recommendation to include language indicating TGC 2254 is not applicable to this SOW is noted (per email dated 11/23 -- E. Lopez to G. Monnat),"Please note, the following item does NOT affect approval but is recommended for consideration to strengthen your draft.
?	On page 3, change -  NOTE:  DIR has determined not to continue with Deliverables #4 and #5 until further notice.
to - DIR Deliverables #4 and #5 are omitted and do not apply to this SOW at this time.
","This to confirm SOW approval from 1/26/17.  This SOW is being retroactivelly approved to close status in the SOW portal.  With two associated SOW Reference numbers, it was inadvertenly submitted as a DRAFT.",DIR,375745,375745,6/28/2017,6/28/2017,,Signed and Closed,0128z0000004Iqe,6/22/2017,6/22/2017,Amendment_1_Strategic_Support_SOW_DIR-SDD-1982-SOW1-TGOV.pdf,pdf,"DIR-SDD-1982 - Loblolly Consulting, LLC",Item Created
a5m8z000000004RAAQ,Texas.gov RFO Strategic Support,a5p8z00000000O1AAI,4/10/2017,DIR-000125,0058z000000gSSE,00570000003V3TH,00570000003V3TH,00370000013TURF,0017000000LoCI9,,,TRUE,DIR,Seeking a qualified Respondent (Successful Respondent) to provide Strategic Support for procurement initiatives planned for the Texas.gov program. This procurement is independent of any and all other procurement related activity(ies). DIR intends to make a single award for this procurement.,Seeking a qualified Respondent (Successful Respondent) to provide Strategic Support for procurement initiatives planned for the Texas.gov program. This procurement is independent of any and all other procurement related activity(ies). DIR intends to make a single award for this procurement.,Immediate review would be in order,"3/17/17 - SOW ID# DIR-000125 has been reviewed and is approved.  

DIR is providing the following comments regarding the draft SOW document. You may want to correct the issues identified below before issuing the SOW request to vendors.  

?	Section 5.1, first paragraph, last sentence ? update section reference for Deliverables Expectations Document from 2.2 to 5.2.
?	Section 5.1.2, Item 1, update ?Tx.gov? to ?Texas.gov?

As of this date, one of the contracts selected DIR-SDD-2041 ? CGI Technologies and Solutions expired 3/15/2017.  The remaining six selected contracts are valid and applicable for this SOW.
","4/7/17 - from George Monnat I have inserted an updated version with 5.1 fixed.

4/7/17 - (M Vickery) e-mail to George Monnat - I have reviewed the final SOW for RFO Strategic Support.  As we discussed, Section 5.1, Deliverables Requirements, has an items that needs to be addressed: (Additional information on requirements is listed in Section Error! Reference source not found.)  Based on the draft SOW, this statement referenced Section 13, which in the draft SOW was ?Respondent Response?.  Of course with the final SOW, this section was removed.",DIR,200000,149000,5/30/2017,4/10/2017,,Signed and Closed,0128z0000004Iqe,4/7/2017,4/6/2017,Strategic_Support_SOW_DIR-SDD-1978-SOW1-TGOV_Final.pdf,pdf,"DIR-SDD-1978 - The Greentree Group, Inc.",Item Created
a5m8z000000004SAAQ,Security Assessment for Payment Card Industry Data Security Standard (PCI DSS) Compliance,a5p8z00000000O2AAI,6/27/2017,DIR-000130,0058z000000gSSE,00570000003V3TH,00570000003V3TH,0037000000TcsoY,0017000000LoCI9,,,FALSE,DIR,Technical security assessment services to validate DIR compliance with the Payment Card Industry Data Security Standard (PCI DSS). Deliverables include a Report on Compliance (ROC) and an Attestation of Compliance (AOC) as a declaration of DIR?s compliance status. ,Technical security assessment services to validate DIR compliance with the Payment Card Industry Data Security Standard (PCI DSS). Deliverables include a Report on Compliance (ROC) and an Attestation of Compliance (AOC) as a declaration of DIR?s compliance status. ,"The 6 contracts selected are based on Trustwave as a brand (Trustwave provides PCI-DSS services) and IT Security Services offering technical security assessment services. Six vendors, including the additional contract numbers section, have been selected. However, due to the SOW portal system requiring a selection of 6 contracts from the list provided, two DBITS Assessment vendors were also selected to allow submission of this SOW through the DIR SOW portal; however, these two contracts will expire before SOW responses are due. ","DIR-SDD-1976 - NTT Data, Inc.; (Expired 4/15/17)",,DIR,200000,179400,6/27/2021,6/27/2017,,Signed and Closed,0128z0000004Iqe,6/23/2017,6/22/2017,Texas_DIR_CVS1_DIR-TSO-2664_SOW1_TGOV_Final_vs.pdf,pdf,"DIR-TSO-2664 - Crystal Communications, LTD",Item Created
a5m8z000000004TAAQ,IT Staffing Portal,a5p8z00000000O3AAI,11/16/2017,DIR-000134,0058z000000gSSE,00570000003V3TH,00570000003V3TH,0037000000WGRLb,0017000000LoCI9,,,FALSE,DIR,The Department of Information Resources (DIR) seeks a qualified vendor to automate the IT Staffing Services competitive solicitation process through a secure portal on the DIR website.  ,The Department of Information Resources (DIR) seeks a qualified vendor to automate the IT Staffing Services competitive solicitation process through a secure portal on the DIR website.  ,,,,DIR,900000,455000,8/31/2018,11/17/2017,,Signed and Closed,0128z0000004Iqe,11/17/2017,11/13/2017,IT_Staffing_Portal_11092017.pdf,pdf,DIR-TSO-3827 - Sense Corp,Item Created
a5m8z000000004UAAQ,DBITS Project Management Services for Data Pilot Training SOW,a5p8z00000000O4AAI,7/25/2017,DIR-000135,0058z000000gSSE,00570000003V3TH,00570000003V3TH,0037000000TcsoY,0017000000LoCI9,,,FALSE,DIR,"to develop and execute a pilot training program in cooperation with a small group of agencies and higher education representatives in support of the Statewide Data Program and Department of Information Resources (DIR). The scope of the pilot course was intended develop a standalone training element consisting of 10 vignettes, 4-6 minutes each, that will eventually be integrated into the overall DIR Academy training program.","to develop and execute a pilot training program in cooperation with a small group of agencies and higher education representatives in support of the Statewide Data Program and Department of Information Resources (DIR). The scope of the pilot course was intended develop a standalone training element consisting of 10 vignettes, 4-6 minutes each, that will eventually be integrated into the overall DIR Academy training program.","7/13/17 - review of draft Amendment only.  Original SOW was less than $50,000 and was not required to be submitted in Portal.  Agency did solicit three vendors which met the requirements for solicitations over $50K - $150K.  

Draft Amendment 1 has been reviewed and is approved pending the following changes:  Deliverables and Milestone Payment Schedule remove reference to ""not to exceed 100 hours at $98/Hour"".  Pricing should be based on deliverble only.  There is reference to the hours and rate under Assumptionos, Item 2 and this is appropriate to be stated here.

Allow space on Amendment Signature Page for DIR to sign as indication of approval per SB20.  This is in addition to the required signatures for the Vendor ISF and the Customer (DIR).

",,7/20/17 - Final submitted with DIR's signature obtained.  Revisions to the draft amendment were made as recommended in the draft review.  Final Amendment was reviewed on 7/20/17 and is approved.  Status changed from DIR Review to Signed and Closed.,DIR,50000,59400,8/31/2017,7/25/2017,,Signed and Closed,0128z0000004Iqe,7/20/2017,7/20/2017,SOW_DIR-SDD-2120-SOW1-SDC_PO0000004799_-_Change_Order_1.docx.pdf,pdf,"DIR-TSO-3836 - Information Systems of Florida, Inc. dba IST Century Technologies, Inc.",Item Created
a5m8z000000004VAAQ,ITS Application Maintenance and Support,a5p8z00000000O6AAI,9/23/2018,DIR-000142,0058z000000gSSE,00570000003V3TH,00570000003V3TH,00370000021Rjw5,0017000000LoCI9,,,FALSE,DIR,"Application and Maintenance support services for the DIR Information Technology Services (ITS) department. Scope covers 5 applications.

","Application and Maintenance support services for the DIR Information Technology Services (ITS) department. Scope covers 5 applications.

",,,,DIR,200000,510000,8/30/2021,9/23/2018,,Signed and Closed,0128z0000004Iqe,9/24/2018,9/19/2018,Executed_DIR-ITS-SOW-0142_SenseCorp_DBITS.pdf,pdf,DIR-TSO-3827 - Sense Corp,Item Created
a5m8z000000004WAAQ,IT Staffing Portal,a5p8z00000000O7AAI,6/20/2019,DIR-000147,0058z000000gSSE,00570000003V3TH,00570000003V3TH,00370000021Rjw5,0017000000LoCI9,,,TRUE,DIR,Agile coach and rule(s) engine for IT Staff Augmentation Contract Portal,Agile coach and rule(s) engine for IT Staff Augmentation Contract Portal,,"3/14/19 - reviewed revised draft SOW. 

3/14/19 - reloaded contracts Submitter initially selected; somehow partially deleted.

","6/20/19 - Lisa Llamas confirmed DBITS Application Development only. Vendor does not have the DBITS Technology Category Application and Support and would not be eligible should DIR decide to issue a SOW for this.  Draft SOW stated funding is for FY19 only and that project must be completed by August 20, 2019. 

6/19/19 - email to submitter: The final SOW for IT Staffing Portal was uploaded in the DIR SOW Portal on Monday, June 17, 2019. DIR has three (3) days to review and approve the final SOW.  Per TAC 212.41: The department must sign the statement of work before it becomes valid and any money is paid to a vendor.

In the approved draft SOW, the Period of Performance was revised to read: The initial term of the Contract shall be from Award through August 31, 2019, or until funding is not longer available, whichever is sooner. DIR may, in its sole discretion, exercise the option to extend the Contract for up to one (1) additional one (1) year period as necessary to complete in-scope works.  As stated in the final SOW, the period of performance gives the impression this could go beyond the August 31, 2019 date. Please confirm if DIR included in the draft SOW sent to the selected vendors the period of performance as stated in the approved draft.  If not, with a August 31, 2019 fast approaching, did DIR advise the SOW could be extended by Amendment?

Thank you for your assistance with this.  Once I have received your response, I can continue with the review.
",DIR,250000,271640,8/31/2019,6/21/2019,,Signed and Closed,0128z0000004Iqe,6/20/2019,6/17/2019,SOW_Portal-REVIEW_DIR-TSO-3942-SOW-001.pdf,pdf,"DIR-TSO-3942 - PMCS Services, Inc.",Item Created
a5m8z000000004XAAQ,Website Redesign,a5p8z00000000O8AAI,8/29/2019,DIR-000149,005t0000005v3oG,00570000003V3TH,00570000003V3TH,0030g00002GatN0AAJ,0017000000LoCI9,,,FALSE,DIR,"The Department of Information Resources (DIR) requests responses from qualified Respondents to provide a 
solution for DIR's website assessment, design, and development, which will include analysis, a re-architecture, 
and a redesign of the https://dir.texas.gov/ website under a cohesive web strategy.  DIR's goal is a web presence that is easy 
to navigate and intuitive for users, has consistent branding throughout, properly pairs DIR service offerings and 
customer segments, provides greater transparency into agency operations, meets state and federal accessibility requirements, and 
uses best practices for content governance to enusre DIR delivers quality content to its customers on a continous basis.

","The Department of Information Resources (DIR) requests responses from qualified Respondents to provide a 
solution for DIR's website assessment, design, and development, which will include analysis, a re-architecture, 
and a redesign of the https://dir.texas.gov/ website under a cohesive web strategy.  DIR's goal is a web presence that is easy 
to navigate and intuitive for users, has consistent branding throughout, properly pairs DIR service offerings and 
customer segments, provides greater transparency into agency operations, meets state and federal accessibility requirements, and 
uses best practices for content governance to enusre DIR delivers quality content to its customers on a continous basis.

",,"Per Project Manager, the SOW was sent to vendors before the SOW draft was submitted through the portal.

DIR issued a statement of work for website redesign of the DIR website.  Due to the short turn-around time, the SOW was processed through the Innovative Procurement Lab. Hershel Becker was involved with the development of the SOW.  He provided a list of possible vendors to solicit that included DBITS Application Development and Application Maintenance and Support along with Comprehensive Web Development and Management.

Prior to the draft SOW being uploaded in the SOW Portal, I did conduct a courtesy review of the draft SOW. The recommended changes that are typically identified in a SOW were addressed. The draft SOW status will be updated to ?approved? and the submitter will be advised through the normal process.

",,DIR,1000000,636196,8/30/2020,8/31/2019,,Signed and Closed,0128z0000004Iqe,8/29/2019,8/27/2019,Signed_DIR-ADM-4216-SOW-001_TradeMark_Media_Corp_DBA_Mighty_Citizen_Website_Redesign.pdf,pdf,DIR-TSO-4216 - Trademark Media Corporation DBA Mighty Citizen,Item Created
a5m8z000000004YAAQ,Market Research for Texas.gov Payment Services,a5p8z00000000OEAAY,3/10/2021,DIR-000168,005t0000005xctW,00570000003V3TH,00570000003V3TH,0030g00002GaP1s,0017000000LoCI9,,,TRUE,DIR,"The scope of the engagement is a report based on market research, evaluation of the 
current Texas.gov payment services contract, and technology roadmap of public sector 
payment processing.

The report should provide recommendations based on the following:

1.Provide market assessment and technology roadmap for public sector payment processing; 
2.Evaluation of the current payment processing pricing model and prices;
3.Review and evaluation of the current Texas.gov payment services contract in comparison 
to market offerings;
4.Recommendation of Payment Processor transition requirements to be included in the next 
Texas.gov payment services Request for Offer (RFO);
5.Evaluation of stakeholder needs.






","The scope of the engagement is a report based on market research, evaluation of the 
current Texas.gov payment services contract, and technology roadmap of public sector 
payment processing.

The report should provide recommendations based on the following:

1.Provide market assessment and technology roadmap for public sector payment processing; 
2.Evaluation of the current payment processing pricing model and prices;
3.Review and evaluation of the current Texas.gov payment services contract in comparison 
to market offerings;
4.Recommendation of Payment Processor transition requirements to be included in the next 
Texas.gov payment services Request for Offer (RFO);
5.Evaluation of stakeholder needs.






",,"12/9/20 - SOW approved; email to submitter to review the following items: 

Item 4.1, Project Work Plan, is referred to as a deliverable due within 8 business days of contract award. Should the plan be accepted by DIR prior to further work being performed by the vendor? Is the Project Work Plan incorporated into the proposed Phase 1?
Item 4.2, Bi-Weekly Status Reports, will the reports be sent to the DIR POC for internal distribution.  
Section 5,  Acceptance, states the DIR will review and provide comment for Phases 3 and 4. Will DIR provide the vendor formal written acceptance of Phase 5, Final Report? This should be taken into consideration for the purpose of invoicing and payment. 

Advised - Part of the SOW Review is ensuring that DIR Cooperative Contracts selected by the customer are appropriate for the scope of work. This SOW falls into two DBITS categories: IT Assessment/Planning and IT Procurement Assistance. The DBITS Vendors to be solicited must be awarded both of these categories. Additionally, since Deloitte Consulting LLP is the current Texas.gov Services vendor, they should not be solicited.  Below is a list of eligible vendors to solicit having both applicable DBITS categories:
DIR-TSO-4005 - Accenture LLP;DIR-TSO-4091 - Access Sciences Corporation;DIR-TSO-3904 - Cooper Consulting Company;DIR-TSO-4085 - CSG Government Solutions, Inc.;DIR-TSO-4030 - Gartner, Inc.;DIR-TSO-4032 - Grant Thornton LLP;DIR-TSO-4002 - Guidehouse LLP;DIR-TSO-3974 - International Consulting Acquisition Corporation;DIR-TSO-3836 - ISF, Inc.;DIR-TSO-4028 - KPMG LLP;DIR-TSO-3819 - Luna Data Solutions Inc.;DIR-TSO-4097 - Maximus Human Services, Inc;DIR-TSO-4348 - Phoenix Business Inc.;DIR-TSO-3942 - PMCS Services, Inc.;DIR-TSO-4284 - Sciens LLC;DIR-TSO-3842 - Strata Information Group;DIR-TSO-4007 - The North Highland Company;
",3/10/2021 - Final SOW reviewed by DIR; Confirmed with submitter that the vendor ISF has submitted a revised HSP to include the subcontractor Mercator.  DIR HUB has approved the revised HSP and will be uploaded to the DIR Contract as revised Appendix B.,DIR,300000,263150,6/11/2021,3/11/2021,,Signed and Closed,0128z0000004Iqe,3/11/2021,3/5/2021,Tx_Gov Pymt Srvcs Mkt Research SOW_Final.pdf,pdf,"DIR-TSO-3836 - ISF, Inc.",Item Created
a5m8z000000004ZAAQ,Data Optimization Project (DOP) ITSAC Resources,a5p8z00000000OFAAY,4/13/2021,DIR-000169,005t0000005v3oG,00570000003V3TH,00570000003V3TH,0030g00002GatN0AAJ,0017000000LoCI9,,,FALSE,DIR,"Solution for DIR?s Data Warehouse and Business Intelligence needs, which will include an analysis, a re-architecture, and a redesign of the current data warehouse. Design a data warehouse that helps stakeholders make better informed decisions by being able to analyze data with greater flexibility and integrate disparate system. To do this the data must be structured in a business-driven, dimensionally modeled approach that allows for queries focused on parameters, yet flexible enough to allow for many different groupings and categorization of these measures. This structure is optimized for high-performance queries as stakeholders usually need to search large amounts of transactions in a compressed and usable result set.","Solution for DIR?s Data Warehouse and Business Intelligence needs, which will include an analysis, a re-architecture, and a redesign of the current data warehouse. Design a data warehouse that helps stakeholders make better informed decisions by being able to analyze data with greater flexibility and integrate disparate system. To do this the data must be structured in a business-driven, dimensionally modeled approach that allows for queries focused on parameters, yet flexible enough to allow for many different groupings and categorization of these measures. This structure is optimized for high-performance queries as stakeholders usually need to search large amounts of transactions in a compressed and usable result set.",The correct category needed is for ITSAC which is currently not available thru this portal. NTE for this project is estimated at 1.25M throughout the years. The initial year has an estimated NTE of 350K.,"1/8/21 - email to submitter addressing items to address prior to soliciting approved vendors: the following items need to be included in the SOW:

	Section 4.2, Dimensional Data Modeler ? check first paragraph. This appears to be a repeat of Section 4.1 Business Analyst
	Section 4.3 ? Review and confirm if ?ELT? is correct. If so, define the acronym on first use. 
	Section 6 ? Period of Performance ? review term. Should it be a base period of twelve (12) months with two (2) one-year optional renewal periods?
	Tracking of vendor?s staff working on this project should be included as a requirement of this SOW.? For example: ?Vendor must provide weekly (bi-weekly) time report indicating the staff and hours worked the previous week. This report must be approved by DIR prior to the vendor submitting an invoice.?? You may want to add this as a reporting requirement or possibly include with Section 9, Additional Considerations. The approved time report should also be a part of what is submitted for invoicing/payment.
	Include statement advising all work must be performed within the Contiguous 48 United States.
	Section 14 ? Response Evaluation Criteria, 2nd paragraph update to read: In accordance with Texas Government Code, Chapters 2155.074, 2155.075, and 2157.003. Vendor performance may be used as a factor in award.
?
Due to ITSAC being a newly added category for SOW review, the contracts that were included as Additional Contracts are the appropriate vendors to solicit for these services.
?
Once these revisions have been made, you may solicit to the approved vendors. ",,DIR,1250000,70000,4/13/2022,4/13/2021,,Signed and Closed,0128z0000004Iqe,4/8/2021,4/8/2021,Service_Agreement-Data_Optimization_Staff_Augmentation.docx.pdf,pdf,DIR-CPO-4549 - 4 Consultingg Inc.,Item Created
a5m8z000000004hAAA,Identity and Access Management IT Assessment & Planning,a5p8z00000000NmAAI,4/19/2016,DIR-000007,0058z000000gSSE,00570000003V3TH,00570000003V3TH,00370000013TURF,0017000000LoCI9,,,FALSE,DIR,"Vendors responding to this SOW must examine and report on the relative costs and benefits of various forms of and approaches to identification and access management, including multifactor authentication and include a strategy by which the State of Texas can better secure its information resources, and DIR may most effectively negotiate for bulk purchase across agencies to lower costs to the state.  The report must include an analysis of the advantages and disadvantages of each approach along with associated challenges, costs, risks and scalability factors.","Vendors responding to this SOW must examine and report on the relative costs and benefits of various forms of and approaches to identification and access management, including multifactor authentication and include a strategy by which the State of Texas can better secure its information resources, and DIR may most effectively negotiate for bulk purchase across agencies to lower costs to the state.  The report must include an analysis of the advantages and disadvantages of each approach along with associated challenges, costs, risks and scalability factors.",Immediate attention to this is requested by CISO,"DIR-000051

On hold.  Per discussion with George Monnat on 1/27/16, changes to be made to SOW and re-submit.  2/11/16 George Monnat resubmitted Draft SOW, all items were addressed.  2/16/16 e-mail to George advising Draft SOW is approved.  ",Final signed by Grace Windbigler on 4/14/2016,DIR,130000,249750,9/30/2016,4/19/2016,,Signed and Closed,0128z0000004Iqe,4/15/2016,4/14/2016,DIR IAM Assessment and Planning SOW Gartner Final for Review.pdf,pdf,"DIR-SDD-2042 - Gartner, Inc.;",Item Created
